,Team,Date,Opponent,Result,Location
10495,NJIT,Wed Feb 9,New Hampshire,W,Away
10496,NJIT,Sat Feb 12,Hartford,L,Home
10497,NJIT,Wed Feb 16,UMass Lowell,W,Home
10498,NJIT,Sun Feb 20,Maine,L,Away
10499,NJIT,Wed Feb 23,New Hampshire,L,Home
10500,NJIT,Sat Feb 26,Hartford,L,Away
10501,NJIT,Tue Mar 1,Stony Brook,L,Away
10502,NJIT,Sun Mar 6,Vermont,L,Away
10503,Green Bay,Tue Nov 9,Indiana St.,L,Home
10504,Green Bay,Fri Nov 12,Wisconsin,L,Away
10505,Green Bay,Thu Nov 18,UNC Greensboro,L,Neutral
10506,Green Bay,Fri Nov 19,FIU,L,Neutral
10507,Green Bay,Sun Nov 21,Weber St.,L,Neutral
10508,Green Bay,Thu Dec 2,Robert Morris,W,Home
10509,Green Bay,Sat Dec 4,Youngstown St.,L,Home
