,Team,Date,Opponent,Result,Location
6071,Niagara,Fri Jan 21,Saint Peter's,L,Home
6072,Niagara,Sun Jan 23,Rider,L,Home
6073,Niagara,Fri Jan 28,Siena,L,Away
6074,Niagara,Sun Jan 30,Monmouth,W,Away
6075,Niagara,Fri Feb 4,Manhattan,W,Home
6076,Niagara,Sun Feb 6,Iona,W,Home
6077,Niagara,Sat Feb 12,Fairfield,L,Away
6078,Niagara,Mon Feb 14,Marist,L,Away
6079,Niagara,Sat Feb 19,Canisius,W,Away
6080,Niagara,Fri Feb 25,Rider,L,Away
6081,Niagara,Sun Feb 27,Saint Peter's,L,Away
6082,Niagara,Thu Mar 3,Siena,W,Home
6083,Niagara,Sat Mar 5,Marist,W,Home
6084,Niagara,Thu Mar 10,Monmouth,L,Neutral
6085,Illinois St.,Tue Nov 9,UNC Wilmington,W,Home
6086,Illinois St.,Fri Nov 12,Eastern Michigan,L,Away
6087,Illinois St.,Tue Nov 16,Murray St.,L,Home
6088,Illinois St.,Sat Nov 20,Bucknell,W,Home
6089,Illinois St.,Tue Nov 23,Saint Louis,L,Neutral
6090,Illinois St.,Wed Nov 24,Buffalo,L,Neutral
6091,Illinois St.,Wed Dec 1,Missouri St.,W,Home
6092,Illinois St.,Sat Dec 4,Jackson St.,L,Home
6093,Illinois St.,Sat Dec 11,Chicago St.,W,Away
6094,Illinois St.,Sat Dec 18,Ball St.,W,Home
6095,Illinois St.,Tue Dec 21,UTSA,W,Home
6096,Illinois St.,Wed Dec 29,Wisconsin,L,Away
6097,Illinois St.,Sun Jan 2,Valparaiso,L,Away
6098,Illinois St.,Wed Jan 12,Drake,L,Away
6099,Illinois St.,Sun Jan 16,Bradley,W,Home
6100,Illinois St.,Wed Jan 19,Missouri St.,L,Away
6101,Illinois St.,Fri Jan 21,Evansville,W,Home
6102,Illinois St.,Sun Jan 23,Evansville,L,Away
6103,Illinois St.,Wed Jan 26,Drake,L,Home
6104,Illinois St.,Sat Jan 29,Northern Iowa,L,Away
6105,Illinois St.,Wed Feb 2,Loyola Chicago,L,Away
6106,Illinois St.,Sat Feb 5,Southern Illinois,L,Home
6107,Illinois St.,Wed Feb 9,Valparaiso,W,Home
6108,Illinois St.,Sat Feb 12,Indiana St.,L,Away
6109,Illinois St.,Tue Feb 15,Northern Iowa,L,Home
6110,Illinois St.,Sat Feb 19,Bradley,L,Away
6111,Illinois St.,Mon Feb 21,Loyola Chicago,L,Home
6112,Illinois St.,Wed Feb 23,Southern Illinois,L,Away
6113,Illinois St.,Sat Feb 26,Indiana St.,W,Home
6114,Illinois St.,Thu Mar 3,Indiana St.,W,Neutral
6115,Illinois St.,Fri Mar 4,Northern Iowa,L,Neutral
6116,Troy,Sat Nov 13,Butler,L,Away
6117,Troy,Tue Nov 16,Jacksonville St.,W,Home
6118,Troy,Fri Nov 19,North Dakota,L,Neutral
6119,Troy,Sat Nov 20,Tennessee Martin,W,Neutral
6120,Troy,Mon Nov 22,Florida Atlantic,W,Away
6121,Troy,Sun Nov 28,Florida,L,Away
6122,Troy,Sun Dec 5,Southeastern Louisiana,L,Home
6123,Troy,Sat Dec 11,Tennessee Tech,W,Away
6124,Troy,Tue Dec 14,Alabama A&M,W,Home
6125,Troy,Wed Dec 22,Mercer,W,Away
6126,Troy,Thu Dec 30,Texas St.,W,Away
6127,Troy,Sat Jan 1,UT Arlington,L,Away
6128,Troy,Thu Jan 6,Coastal Carolina,W,Home
6129,Troy,Sat Jan 8,Appalachian St.,W,Home
6130,Troy,Thu Jan 20,Louisiana Monroe,W,Away
6131,Troy,Sat Jan 22,Louisiana,L,Away
6132,Troy,Thu Jan 27,South Alabama,L,Away
6133,Troy,Sat Jan 29,South Alabama,W,Home
6134,Troy,Thu Feb 3,Georgia St.,W,Away
6135,Troy,Sat Feb 5,Georgia Southern,W,Away
6136,Troy,Thu Feb 10,Arkansas St.,W,Home
6137,Troy,Sat Feb 12,Little Rock,L,Home
6138,Troy,Thu Feb 17,Appalachian St.,W,Away
6139,Troy,Sat Feb 19,Coastal Carolina,L,Away
6140,Troy,Wed Feb 23,UT Arlington,W,Home
6141,Troy,Fri Feb 25,Texas St.,L,Home
6142,Troy,Sat Mar 5,Little Rock,W,Neutral
6143,Troy,Sun Mar 6,Louisiana,L,Neutral
6144,Troy,Sun Mar 20,Abilene Christian,L,Neutral
6145,Cornell,Tue Nov 9,Binghamton,W,Away
6146,Cornell,Fri Nov 12,Lafayette,W,Away
6147,Cornell,Tue Nov 16,Colgate,W,Home
6148,Cornell,Mon Nov 22,Penn St.,L,Away
6149,Cornell,Wed Nov 24,St. Francis PA,W,Home
6150,Cornell,Mon Nov 29,Canisius,W,Away
6151,Cornell,Fri Dec 3,Coppin St.,W,Home
6152,Cornell,Wed Dec 8,Virginia Tech,L,Away
6153,Cornell,Wed Dec 29,Syracuse,L,Away
6154,Cornell,Sun Jan 2,Dartmouth,W,Home
6155,Cornell,Fri Jan 7,Penn,L,Away
6156,Cornell,Sat Jan 8,Princeton,L,Away
6157,Cornell,Sat Jan 15,Yale,L,Away
6158,Cornell,Sat Jan 22,Harvard,W,Home
6159,Cornell,Sun Jan 30,Brown,W,Away
6160,Cornell,Fri Feb 4,Princeton,W,Home
6161,Cornell,Sat Feb 5,Penn,L,Home
6162,Cornell,Wed Feb 9,Columbia,W,Home
6163,Cornell,Sat Feb 12,Brown,L,Home
6164,Cornell,Fri Feb 18,Dartmouth,L,Away
6165,Cornell,Sat Feb 19,Harvard,L,Away
6166,Cornell,Sat Feb 26,Yale,W,Home
6167,Cornell,Sat Mar 5,Columbia,W,Away
6168,Cornell,Sat Mar 12,Princeton,L,Neutral
6169,Old Dominion,Sat Nov 13,James Madison,L,Away
6170,Old Dominion,Mon Nov 15,Manhattan,W,Home
6171,Old Dominion,Thu Nov 18,Indiana St.,L,Neutral
6172,Old Dominion,Fri Nov 19,East Carolina,L,Neutral
6173,Old Dominion,Sun Nov 21,Penn,L,Neutral
6174,Old Dominion,Fri Nov 26,Longwood,W,Home
6175,Old Dominion,Tue Nov 30,East Carolina,L,Away
6176,Old Dominion,Sat Dec 4,George Mason,W,Away
6177,Old Dominion,Tue Dec 7,William & Mary,W,Away
6178,Old Dominion,Sat Dec 11,VCU,L,Home
6179,Old Dominion,Sun Dec 19,Richmond,L,Away
6180,Old Dominion,Wed Dec 22,Charleston,L,Home
6181,Old Dominion,Thu Dec 30,FIU,W,Away
6182,Old Dominion,Thu Jan 13,UTSA,W,Home
6183,Old Dominion,Sat Jan 15,UTEP,L,Home
6184,Old Dominion,Thu Jan 20,Rice,L,Away
6185,Old Dominion,Sat Jan 22,North Texas,L,Away
6186,Old Dominion,Wed Jan 26,Charlotte,L,Away
6187,Old Dominion,Sat Jan 29,Charlotte,W,Home
6188,Old Dominion,Thu Feb 3,Marshall,W,Home
6189,Old Dominion,Sat Feb 5,Western Kentucky,L,Home
6190,Old Dominion,Tue Feb 8,Florida Atlantic,L,Away
6191,Old Dominion,Thu Feb 10,Middle Tennessee,L,Away
6192,Old Dominion,Sun Feb 13,UAB,W,Home
6193,Old Dominion,Thu Feb 17,Marshall,L,Away
6194,Old Dominion,Sat Feb 19,Western Kentucky,L,Away
6195,Old Dominion,Thu Feb 24,Florida Atlantic,W,Home
6196,Old Dominion,Sat Feb 26,FIU,W,Home
6197,Old Dominion,Wed Mar 2,Louisiana Tech,L,Away
6198,Old Dominion,Sat Mar 5,Middle Tennessee,W,Home
6199,Old Dominion,Wed Mar 9,UTEP,L,Neutral
6200,Pittsburgh,Tue Nov 9,The Citadel,L,Home
6201,Pittsburgh,Fri Nov 12,West Virginia,L,Away
6202,Pittsburgh,Tue Nov 16,UNC Wilmington,W,Home
6203,Pittsburgh,Fri Nov 19,Towson,W,Home
6204,Pittsburgh,Wed Nov 24,Vanderbilt,L,Home
6205,Pittsburgh,Sat Nov 27,UMBC,L,Home
6206,Pittsburgh,Tue Nov 30,Minnesota,L,Home
6207,Pittsburgh,Fri Dec 3,Virginia,L,Away
6208,Pittsburgh,Thu Dec 9,Colgate,W,Home
6209,Pittsburgh,Sun Dec 12,Monmouth,L,Home
6210,Pittsburgh,Sat Dec 18,St. John's,W,Away
6211,Pittsburgh,Tue Dec 21,Jacksonville,W,Home
6212,Pittsburgh,Tue Dec 28,Notre Dame,L,Home
6213,Pittsburgh,Wed Jan 5,Louisville,L,Away
6214,Pittsburgh,Sat Jan 8,Boston College,W,Home
6215,Pittsburgh,Tue Jan 11,Syracuse,L,Away
6216,Pittsburgh,Sat Jan 15,Louisville,W,Home
6217,Pittsburgh,Wed Jan 19,Virginia,L,Home
6218,Pittsburgh,Sat Jan 22,Clemson,L,Away
6219,Pittsburgh,Tue Jan 25,Syracuse,W,Home
6220,Pittsburgh,Sun Jan 30,Boston College,L,Away
6221,Pittsburgh,Wed Feb 2,Wake Forest,L,Away
6222,Pittsburgh,Sat Feb 5,Virginia Tech,L,Home
6223,Pittsburgh,Mon Feb 7,Virginia Tech,L,Away
6224,Pittsburgh,Wed Feb 9,Florida St.,W,Away
6225,Pittsburgh,Sat Feb 12,N.C. State,W,Home
6226,Pittsburgh,Wed Feb 16,North Carolina,W,Away
6227,Pittsburgh,Sat Feb 19,Georgia Tech,L,Home
6228,Pittsburgh,Tue Feb 22,Miami FL,L,Home
6229,Pittsburgh,Tue Mar 1,Duke,L,Home
6230,Pittsburgh,Sat Mar 5,Notre Dame,L,Away
6231,Pittsburgh,Tue Mar 8,Boston College,L,Neutral
6232,Mercer,Tue Nov 9,Arkansas,L,Away
6233,Mercer,Sat Nov 13,Winthrop,L,Away
6234,Mercer,Sat Nov 20,Saint Louis,L,Away
6235,Mercer,Tue Nov 23,Bucknell,W,Neutral
6236,Mercer,Wed Nov 24,Middle Tennessee,L,Neutral
6237,Mercer,Wed Dec 1,Kennesaw St.,W,Away
6238,Mercer,Sat Dec 4,Georgia St.,W,Home
6239,Mercer,Mon Dec 6,Coastal Carolina,W,Away
6240,Mercer,Sat Dec 11,Georgia Southern,W,Home
6241,Mercer,Sun Dec 19,Florida Gulf Coast,L,Away
6242,Mercer,Wed Dec 22,Troy,L,Home
6243,Mercer,Wed Jan 5,Samford,W,Home
6244,Mercer,Sat Jan 8,Furman,L,Away
6245,Mercer,Thu Jan 13,VMI,W,Home
6246,Mercer,Sat Jan 15,UNC Greensboro,W,Home
6247,Mercer,Mon Jan 17,The Citadel,W,Away
6248,Mercer,Wed Jan 19,East Tennessee St.,L,Away
6249,Mercer,Sat Jan 22,Western Carolina,W,Home
6250,Mercer,Wed Jan 26,Samford,L,Away
6251,Mercer,Sat Jan 29,Furman,L,Home
6252,Mercer,Mon Jan 31,Wofford,W,Home
6253,Mercer,Sat Feb 5,Chattanooga,L,Away
6254,Mercer,Mon Feb 7,Chattanooga,L,Home
6255,Mercer,Thu Feb 10,VMI,L,Away
6256,Mercer,Sun Feb 13,UNC Greensboro,W,Away
6257,Mercer,Wed Feb 16,East Tennessee St.,W,Home
6258,Mercer,Sat Feb 19,Western Carolina,L,Away
6259,Mercer,Wed Feb 23,The Citadel,L,Home
6260,Mercer,Sat Feb 26,Wofford,L,Away
6261,Mercer,Fri Mar 4,Western Carolina,W,Neutral
6262,Mercer,Sat Mar 5,Furman,L,Neutral
6263,Cleveland St.,Tue Nov 9,BYU,L,Away
6264,Cleveland St.,Sat Nov 13,Ohio,L,Home
6265,Cleveland St.,Sat Nov 20,Canisius,W,Home
6266,Cleveland St.,Mon Nov 22,Coppin St.,W,Home
6267,Cleveland St.,Thu Dec 2,Northern Kentucky,W,Home
6268,Cleveland St.,Sat Dec 4,Wright St.,W,Home
6269,Cleveland St.,Mon Dec 13,Oklahoma St.,L,Away
6270,Cleveland St.,Thu Dec 30,Purdue Fort Wayne,W,Home
6271,Cleveland St.,Wed Jan 5,Purdue Fort Wayne,W,Home
6272,Cleveland St.,Fri Jan 7,Robert Morris,W,Away
6273,Cleveland St.,Sun Jan 9,Youngstown St.,W,Away
6274,Cleveland St.,Thu Jan 13,Oakland,L,Home
6275,Cleveland St.,Sat Jan 15,Detroit Mercy,W,Home
6276,Cleveland St.,Fri Jan 21,Youngstown St.,W,Home
6277,Cleveland St.,Sun Jan 23,Robert Morris,W,Home
6278,Cleveland St.,Fri Jan 28,Wright St.,W,Away
6279,Cleveland St.,Sun Jan 30,Northern Kentucky,L,Away
6280,Cleveland St.,Fri Feb 4,Green Bay,W,Home
6281,Cleveland St.,Sun Feb 6,Milwaukee,W,Home
6282,Cleveland St.,Thu Feb 10,Illinois Chicago,L,Home
6283,Cleveland St.,Sat Feb 12,IUPUI,W,Home
6284,Cleveland St.,Mon Feb 14,Purdue Fort Wayne,L,Away
6285,Cleveland St.,Fri Feb 18,Milwaukee,W,Away
6286,Cleveland St.,Sun Feb 20,Green Bay,W,Away
6287,Cleveland St.,Thu Feb 24,Detroit Mercy,L,Away
6288,Cleveland St.,Sat Feb 26,Oakland,L,Away
6289,Cleveland St.,Thu Mar 3,Robert Morris,W,Home
6290,Cleveland St.,Mon Mar 7,Wright St.,L,Neutral
6291,Cleveland St.,Tue Mar 15,Xavier,L,Away
6292,Northern Kentucky,Fri Nov 12,UNC Greensboro,L,Home
6293,Northern Kentucky,Thu Nov 18,Eastern Michigan,W,Home
6294,Northern Kentucky,Mon Nov 22,Western Illinois,L,Home
6295,Northern Kentucky,Fri Nov 26,DePaul,L,Away
6296,Northern Kentucky,Thu Dec 2,Cleveland St.,L,Away
6297,Northern Kentucky,Sat Dec 4,Purdue Fort Wayne,L,Away
6298,Northern Kentucky,Wed Dec 8,Canisius,W,Home
6299,Northern Kentucky,Sat Dec 18,Eastern Kentucky,L,Away
6300,Northern Kentucky,Wed Dec 22,Indiana,L,Away
6301,Northern Kentucky,Thu Dec 30,Green Bay,W,Home
6302,Northern Kentucky,Sat Jan 1,Milwaukee,L,Home
6303,Northern Kentucky,Thu Jan 13,Youngstown St.,W,Away
6304,Northern Kentucky,Sat Jan 15,Robert Morris,L,Away
6305,Northern Kentucky,Thu Jan 20,Illinois Chicago,W,Away
6306,Northern Kentucky,Sat Jan 22,IUPUI,W,Away
6307,Northern Kentucky,Tue Jan 25,Wright St.,W,Home
6308,Northern Kentucky,Fri Jan 28,Purdue Fort Wayne,W,Home
6309,Northern Kentucky,Sun Jan 30,Cleveland St.,W,Home
6310,Northern Kentucky,Fri Feb 4,Oakland,W,Home
6311,Northern Kentucky,Sat Feb 5,Detroit Mercy,L,Home
6312,Northern Kentucky,Wed Feb 9,Milwaukee,W,Away
6313,Northern Kentucky,Fri Feb 11,Green Bay,W,Away
6314,Northern Kentucky,Sun Feb 13,Wright St.,W,Away
6315,Northern Kentucky,Fri Feb 18,Detroit Mercy,L,Away
6316,Northern Kentucky,Sun Feb 20,Oakland,W,Away
6317,Northern Kentucky,Thu Feb 24,Robert Morris,W,Home
6318,Northern Kentucky,Sat Feb 26,Youngstown St.,W,Home
6319,Northern Kentucky,Thu Mar 3,Detroit Mercy,W,Home
6320,Northern Kentucky,Mon Mar 7,Purdue Fort Wayne,W,Neutral
6321,Northern Kentucky,Tue Mar 8,Wright St.,L,Neutral
6322,Dartmouth,Tue Nov 9,Boston College,L,Away
6323,Dartmouth,Sat Nov 13,Georgetown,W,Away
6324,Dartmouth,Sun Nov 28,Bryant,W,Away
6325,Dartmouth,Wed Dec 1,Vermont,L,Away
6326,Dartmouth,Sat Dec 4,Florida Gulf Coast,L,Away
6327,Dartmouth,Wed Dec 8,Quinnipiac,L,Home
6328,Dartmouth,Sat Dec 11,Boston University,L,Home
6329,Dartmouth,Thu Dec 16,Stanford,L,Away
6330,Dartmouth,Sun Dec 19,California,L,Away
6331,Dartmouth,Tue Dec 21,Cal St. Bakersfield,L,Away
6332,Dartmouth,Sun Jan 2,Cornell,L,Away
6333,Dartmouth,Sat Jan 8,Brown,W,Home
6334,Dartmouth,Sat Jan 15,Penn,L,Away
6335,Dartmouth,Mon Jan 17,Harvard,L,Home
6336,Dartmouth,Sat Jan 22,Princeton,L,Home
6337,Dartmouth,Sat Jan 29,Columbia,W,Away
6338,Dartmouth,Fri Feb 4,Yale,L,Away
6339,Dartmouth,Sat Feb 5,Brown,L,Away
6340,Dartmouth,Sat Feb 12,Princeton,L,Away
6341,Dartmouth,Fri Feb 18,Cornell,W,Home
6342,Dartmouth,Sat Feb 19,Columbia,W,Home
6343,Dartmouth,Tue Feb 22,Yale,L,Home
6344,Dartmouth,Sat Feb 26,Penn,W,Home
6345,Dartmouth,Sat Mar 5,Harvard,W,Away
6346,Bellarmine,Tue Nov 9,Purdue,L,Away
6347,Bellarmine,Sat Nov 13,Murray St.,L,Away
6348,Bellarmine,Wed Nov 17,Saint Mary's,L,Away
6349,Bellarmine,Fri Nov 19,Gonzaga,L,Away
6350,Bellarmine,Mon Nov 22,UCLA,L,Neutral
6351,Bellarmine,Tue Nov 23,Central Michigan,W,Neutral
6352,Bellarmine,Tue Nov 30,West Virginia,L,Away
6353,Bellarmine,Wed Dec 15,South Dakota,L,Away
6354,Bellarmine,Sat Dec 18,Miami OH,W,Away
6355,Bellarmine,Tue Dec 21,Loyola Marymount,L,Home
6356,Bellarmine,Sat Jan 8,Eastern Kentucky,W,Home
6357,Bellarmine,Tue Jan 11,Central Arkansas,W,Home
6358,Bellarmine,Sat Jan 15,Lipscomb,W,Away
6359,Bellarmine,Tue Jan 18,North Alabama,W,Home
6360,Bellarmine,Sat Jan 22,Jacksonville,W,Home
6361,Bellarmine,Mon Jan 24,Jacksonville St.,L,Away
6362,Bellarmine,Thu Jan 27,Stetson,W,Away
6363,Bellarmine,Sat Jan 29,Florida Gulf Coast,W,Away
6364,Bellarmine,Thu Feb 3,Liberty,L,Home
6365,Bellarmine,Sat Feb 5,Kennesaw St.,L,Home
6366,Bellarmine,Wed Feb 9,North Florida,W,Away
6367,Bellarmine,Sat Feb 12,North Alabama,W,Away
6368,Bellarmine,Wed Feb 16,Central Arkansas,W,Away
6369,Bellarmine,Sun Feb 20,Jacksonville St.,L,Home
6370,Bellarmine,Wed Feb 23,Lipscomb,W,Home
6371,Bellarmine,Sat Feb 26,Eastern Kentucky,L,Away
6372,Bellarmine,Thu Mar 3,Florida Gulf Coast,W,Home
6373,Bellarmine,Sat Mar 5,Liberty,W,Away
6374,Bellarmine,Tue Mar 8,Jacksonville,W,Home
6375,Charlotte,Tue Nov 9,Monmouth,W,Home
6376,Charlotte,Fri Nov 12,USC Upstate,W,Home
6377,Charlotte,Thu Nov 18,Appalachian St.,W,Away
6378,Charlotte,Mon Nov 22,Toledo,L,Neutral
6379,Charlotte,Tue Nov 23,Drexel,L,Neutral
6380,Charlotte,Tue Nov 30,Davidson,L,Home
6381,Charlotte,Sat Dec 4,George Washington,W,Home
6382,Charlotte,Tue Dec 7,Arkansas,L,Away
6383,Charlotte,Sat Dec 11,Valparaiso,W,Away
6384,Charlotte,Fri Dec 17,Wake Forest,L,Neutral
6385,Charlotte,Mon Dec 20,Maryland Eastern Shore,W,Home
6386,Charlotte,Wed Dec 22,Western Carolina,W,Home
6387,Charlotte,Thu Jan 13,UTEP,W,Home
6388,Charlotte,Sat Jan 15,UTSA,W,Home
6389,Charlotte,Mon Jan 17,Florida Atlantic,L,Away
6390,Charlotte,Thu Jan 20,North Texas,L,Away
6391,Charlotte,Sat Jan 22,Rice,W,Away
6392,Charlotte,Wed Jan 26,Old Dominion,W,Home
6393,Charlotte,Sat Jan 29,Old Dominion,L,Away
6394,Charlotte,Thu Feb 3,Western Kentucky,L,Home
6395,Charlotte,Sat Feb 5,Marshall,W,Home
6396,Charlotte,Mon Feb 7,FIU,W,Away
6397,Charlotte,Thu Feb 10,Louisiana Tech,L,Home
6398,Charlotte,Sun Feb 13,Middle Tennessee,L,Away
6399,Charlotte,Thu Feb 17,Western Kentucky,L,Away
6400,Charlotte,Sat Feb 19,Marshall,W,Away
6401,Charlotte,Thu Feb 24,FIU,W,Home
6402,Charlotte,Sat Feb 26,Florida Atlantic,L,Home
6403,Charlotte,Wed Mar 2,Middle Tennessee,W,Home
6404,Charlotte,Sat Mar 5,Southern Miss,W,Away
6405,Charlotte,Wed Mar 9,Rice,L,Neutral
6406,Valparaiso,Tue Nov 9,Toledo,L,Home
6407,Valparaiso,Sat Nov 13,Illinois Chicago,L,Home
6408,Valparaiso,Wed Nov 17,Stanford,L,Away
6409,Valparaiso,Mon Nov 22,Jacksonville St.,W,Neutral
6410,Valparaiso,Tue Nov 23,Coastal Carolina,L,Neutral
6411,Valparaiso,Wed Nov 24,Tulane,W,Neutral
6412,Valparaiso,Thu Dec 2,Drake,L,Away
6413,Valparaiso,Sun Dec 5,Western Michigan,W,Away
6414,Valparaiso,Sat Dec 11,Charlotte,L,Home
6415,Valparaiso,Mon Dec 20,Eastern Michigan,W,Home
6416,Valparaiso,Wed Dec 22,William & Mary,W,Home
6417,Valparaiso,Sun Jan 2,Illinois St.,W,Home
6418,Valparaiso,Wed Jan 5,Northern Iowa,L,Away
6419,Valparaiso,Sat Jan 8,Southern Illinois,L,Home
6420,Valparaiso,Tue Jan 11,Loyola Chicago,L,Away
6421,Valparaiso,Sat Jan 15,Missouri St.,L,Home
6422,Valparaiso,Wed Jan 19,Northern Iowa,W,Home
6423,Valparaiso,Sat Jan 22,Indiana St.,W,Away
6424,Valparaiso,Wed Jan 26,Bradley,L,Home
6425,Valparaiso,Sun Jan 30,Southern Illinois,L,Away
6426,Valparaiso,Sat Feb 5,Indiana St.,W,Home
6427,Valparaiso,Wed Feb 9,Illinois St.,L,Away
6428,Valparaiso,Sat Feb 12,Missouri St.,L,Away
6429,Valparaiso,Wed Feb 16,Loyola Chicago,L,Home
6430,Valparaiso,Sat Feb 19,Evansville,W,Away
6431,Valparaiso,Mon Feb 21,Evansville,W,Home
6432,Valparaiso,Wed Feb 23,Drake,L,Home
6433,Valparaiso,Sat Feb 26,Bradley,L,Away
6434,Valparaiso,Thu Mar 3,Evansville,W,Neutral
6435,Valparaiso,Fri Mar 4,Missouri St.,L,Neutral
6436,Loyola Marymount,Tue Nov 9,Chattanooga,L,Home
6437,Loyola Marymount,Wed Nov 17,Little Rock,W,Home
6438,Loyola Marymount,Sun Nov 21,Florida St.,L,Neutral
6439,Loyola Marymount,Mon Nov 22,SMU,W,Neutral
6440,Loyola Marymount,Sat Nov 27,Prairie View A&M,W,Home
6441,Loyola Marymount,Mon Nov 29,Grand Canyon,L,Home
6442,Loyola Marymount,Sat Dec 4,Long Beach St.,W,Away
6443,Loyola Marymount,Tue Dec 7,Tulsa,W,Away
6444,Loyola Marymount,Sat Dec 11,New Mexico St.,L,Home
6445,Loyola Marymount,Sat Dec 18,Nevada,L,Away
6446,Loyola Marymount,Tue Dec 21,Bellarmine,W,Away
6447,Loyola Marymount,Thu Jan 13,San Francisco,L,Away
6448,Loyola Marymount,Sat Jan 15,San Diego,L,Away
6449,Loyola Marymount,Mon Jan 17,Portland,W,Home
6450,Loyola Marymount,Thu Jan 20,Pepperdine,W,Home
6451,Loyola Marymount,Sat Jan 22,Saint Mary's,L,Home
6452,Loyola Marymount,Thu Jan 27,Gonzaga,L,Away
6453,Loyola Marymount,Sat Jan 29,San Diego,L,Home
6454,Loyola Marymount,Thu Feb 3,Santa Clara,L,Away
6455,Loyola Marymount,Sat Feb 5,Saint Mary's,L,Away
6456,Loyola Marymount,Thu Feb 10,BYU,L,Home
6457,Loyola Marymount,Sat Feb 12,Portland,L,Away
6458,Loyola Marymount,Thu Feb 17,Santa Clara,L,Home
6459,Loyola Marymount,Sat Feb 19,Pacific,L,Away
6460,Loyola Marymount,Thu Feb 24,BYU,L,Away
6461,Loyola Marymount,Sat Feb 26,Pacific,W,Home
6462,Loyola Marymount,Thu Mar 3,Pacific,W,Neutral
6463,Loyola Marymount,Fri Mar 4,BYU,L,Neutral
6464,Brown,Fri Nov 12,North Carolina,L,Away
6465,Brown,Sun Nov 14,Central Connecticut,W,Home
6466,Brown,Fri Nov 19,Creighton,L,Neutral
6467,Brown,Sat Nov 20,Bradley,W,Neutral
6468,Brown,Mon Nov 22,Colorado,L,Neutral
6469,Brown,Fri Nov 26,Bryant,L,Home
6470,Brown,Sun Nov 28,Quinnipiac,W,Away
6471,Brown,Wed Dec 1,UMass Lowell,W,Away
6472,Brown,Sun Dec 5,Sacred Heart,W,Home
6473,Brown,Tue Dec 7,Merrimack,W,Away
6474,Brown,Fri Dec 10,Vermont,L,Home
6475,Brown,Mon Dec 27,Syracuse,L,Away
6476,Brown,Thu Dec 30,Maryland,L,Away
6477,Brown,Sun Jan 2,Penn,L,Away
6478,Brown,Fri Jan 7,Harvard,W,Away
6479,Brown,Sat Jan 8,Dartmouth,L,Away
6480,Brown,Sat Jan 15,Princeton,L,Away
6481,Brown,Mon Jan 17,Yale,L,Home
6482,Brown,Sat Jan 22,Columbia,W,Away
6483,Brown,Sun Jan 30,Cornell,L,Home
6484,Brown,Fri Feb 4,Harvard,L,Home
6485,Brown,Sat Feb 5,Dartmouth,W,Home
6486,Brown,Sat Feb 12,Cornell,W,Away
6487,Brown,Fri Feb 18,Princeton,L,Home
6488,Brown,Sat Feb 19,Penn,L,Home
6489,Brown,Sat Feb 26,Columbia,W,Home
6490,Brown,Sat Mar 5,Yale,L,Away
6491,Nicholls St.,Tue Nov 9,Northern Iowa,W,Away
6492,Nicholls St.,Mon Nov 15,Baylor,L,Away
6493,Nicholls St.,Thu Nov 18,TCU,L,Away
6494,Nicholls St.,Mon Nov 22,Cal Poly,W,Neutral
6495,Nicholls St.,Wed Nov 24,Utah Valley,L,Neutral
6496,Nicholls St.,Thu Dec 9,Mississippi Valley St.,W,Away
6497,Nicholls St.,Wed Dec 15,Wisconsin,L,Away
6498,Nicholls St.,Sat Dec 18,Mississippi Valley St.,W,Home
6499,Nicholls St.,Tue Dec 21,Oregon St.,L,Away
6500,Nicholls St.,Wed Dec 29,Purdue,L,Away
6501,Nicholls St.,Thu Jan 6,Incarnate Word,W,Neutral
6502,Nicholls St.,Fri Jan 7,Texas A&M Corpus Chris,W,Neutral
6503,Nicholls St.,Sat Jan 8,Southeastern Louisiana,L,Neutral
6504,Nicholls St.,Sat Jan 15,New Orleans,L,Away
6505,Nicholls St.,Thu Jan 20,Northwestern St.,W,Home
6506,Nicholls St.,Sat Jan 22,Southeastern Louisiana,L,Home
6507,Nicholls St.,Thu Jan 27,McNeese St.,W,Away
6508,Nicholls St.,Sat Jan 29,Houston Baptist,W,Away
6509,Nicholls St.,Thu Feb 3,Incarnate Word,W,Away
6510,Nicholls St.,Thu Feb 10,Incarnate Word,W,Home
6511,Nicholls St.,Sat Feb 12,Texas A&M Corpus Chris,W,Home
6512,Nicholls St.,Thu Feb 17,McNeese St.,W,Home
6513,Nicholls St.,Sat Feb 19,Houston Baptist,W,Home
6514,Nicholls St.,Thu Feb 24,Northwestern St.,W,Away
6515,Nicholls St.,Sat Feb 26,Southeastern Louisiana,L,Away
6516,Nicholls St.,Wed Mar 2,Texas A&M Corpus Chris,W,Away
6517,Nicholls St.,Sat Mar 5,New Orleans,W,Home
6518,Nicholls St.,Fri Mar 11,Texas A&M Corpus Chris,L,Neutral
6519,Nicholls St.,Wed Mar 16,SMU,L,Away
6520,Fairfield,Tue Nov 9,Providence,L,Away
6521,Fairfield,Sun Nov 14,Boston College,L,Away
6522,Fairfield,Sat Nov 20,Sacred Heart,W,Away
6523,Fairfield,Wed Nov 24,Stony Brook,W,Home
6524,Fairfield,Sun Nov 28,Loyola MD,L,Home
6525,Fairfield,Fri Dec 3,Canisius,W,Away
6526,Fairfield,Sun Dec 5,Niagara,W,Away
6527,Fairfield,Wed Dec 8,Holy Cross,W,Home
6528,Fairfield,Sun Dec 12,William & Mary,W,Away
